"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-1 Rate","ASC-1 Footnote","ASC-2 Rate","ASC-2 Footnote","ASC-3 Rate","ASC-3 Footnote","ASC-4 Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
DESERT VIEW ENDOSCOPY CENTER LLC,05C0001988,1316231020,VICTORVILLE,CA,92395,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,45.5,
CPMSC CARROLLTON,11C0001377,1316233612,CARROLLTON,GA,30117,2023,0,,0,,0,,0.17,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CPMSC CARROLLTON,11C0001377,1316233612,CARROLLTON,GA,30117,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,64.3,
TREASURE COAST UROLOGY CENTER LLC,10C0001523,1316253438,VERO BEACH,FL,32960,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,113,No Different Than the National Rate,4.6,3.1,6.8,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TREASURE COAST UROLOGY CENTER LLC,10C0001523,1316253438,VERO BEACH,FL,32960,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GEORGIA ADVANCE SURGERY CENTER FOR WOMEN,11C0001342,1316276512,CARTERSVILLE,GA,30120,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GEORGIA ADVANCE SURGERY CENTER FOR WOMEN,11C0001342,1316276512,CARTERSVILLE,GA,30120,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SURGERY CENTER OF ATHENS,44C0001115,1316290380,ATHENS,TN,37303,2023,0,,0,,0,,0.13,,96.77,,N/A,5,468,No Different Than the National Rate,10.1,7.3,14.2,,100,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,96,No Different than expected,1.2,0.7,2,,,N/A,5
THE SURGERY CENTER OF ATHENS,44C0001115,1316290380,ATHENS,TN,37303,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,48.9,
PACIFIC ENDOSCOPY LLC DBA ATHERTON ENDOSCOPY CENTER,05C0001632,1316291867,ATHERTON,CA,94027,2023,N/A,5,0.06,,N/A,5,0.03,,94.31,,N/A,5,1199,No Different Than the National Rate,7.9,5.6,10.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,No Different than expected,0.9,0.5,1.6,,,N/A,5
PACIFIC ENDOSCOPY LLC DBA ATHERTON ENDOSCOPY CENTER,05C0001632,1316291867,ATHERTON,CA,94027,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,100,
SPECIALTY SURGERY CENTER OF CONNECTICUT,07C0001064,1316317134,STAMFORD,CT,6902,2023,N/A,5,N/A,5,N/A,5,0.23,,100,,N/A,5,33,No Different Than the National Rate,9.8,6.7,14.2,,98.83,,N/A,5,118,No Different Than the National Rate,2.4,1.5,3.7,,45,No Different Than the National Rate,5.3,3.4,8,,40,No Different than expected,1.1,0.6,1.8,,,N/A,5
SPECIALTY SURGERY CENTER OF CONNECTICUT,07C0001064,1316317134,STAMFORD,CT,6902,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,80,100,
ST MINA INTERVENTIONAL PAIN CENTER,36C0001300,1316326242,WARREN,OH,44483,2023,N/A,5,N/A,5,N/A,5,0.15,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ST MINA INTERVENTIONAL PAIN CENTER,36C0001300,1316326242,WARREN,OH,44483,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
ORCHARD SURGICAL CENTER LLC,30C0001036,1316350275,SALEM,NH,3079,2023,0.02,,0.03,,0,,0.17,,100,,N/A,5,698,No Different Than the National Rate,9.7,6.9,13.8,,100,,0,,434,No Different Than the National Rate,1.9,1.3,2.8,,147,No Different Than the National Rate,7.1,4.9,10.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ORCHARD SURGICAL CENTER LLC,30C0001036,1316350275,SALEM,NH,3079,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,95.4,
LONE STAR ENDOSCOPY CENTER LLC,45C0001570,1316359532,FLOWER MOUND,TX,75022,2023,0,,0,,0,,0,,98.01,,N/A,5,1882,No Different Than the National Rate,10.9,8.1,14.4,,95.45,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LONE STAR ENDOSCOPY CENTER LLC,45C0001570,1316359532,FLOWER MOUND,TX,75022,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,189,92.6,
OXON HILL UROLOGY SURGERY CENTER PC,21C0001563,1316375884,OXON HILL,MD,20745,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,148,No Different Than the National Rate,4.6,3.1,7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OXON HILL UROLOGY SURGERY CENTER PC,21C0001563,1316375884,OXON HILL,MD,20745,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MINNESOTA EYE LASER AND SURGERY CENTERS LLC MINNETONKA,24C0001080,1316379647,MINNETONKA,MN,55305,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.63,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MINNESOTA EYE LASER AND SURGERY CENTERS LLC MINNETONKA,24C0001080,1316379647,MINNETONKA,MN,55305,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,146,94.1,
IRVINE SURGICAL PARTNERS,05C0002145,1316395270,IRVINE,CA,92618,2023,0.03,,0,,0,,0.13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,1.77,,81,No Different Than the National Rate,2.4,1.5,3.7,,40,No Different Than the National Rate,5.3,3.5,8.2,,89,No Different than expected,0.9,0.5,1.7,,,N/A,5
IRVINE SURGICAL PARTNERS,05C0002145,1316395270,IRVINE,CA,92618,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,93.3,
JOHNS HOPKINS SURGERY CENTER SERIES,21C0001618,1316406523,LUTHERVILLE,MD,21093,2023,0,,0.04,,0,,0.13,,100,,N/A,5,474,No Different Than the National Rate,10.7,7.6,15.5,,95.07,,N/A,5,125,No Different Than the National Rate,2.1,1.4,3.3,,180,No Different Than the National Rate,4.8,3.2,7.1,,151,No Different than expected,1,0.6,1.7,,,N/A,5
JOHNS HOPKINS SURGERY CENTER SERIES,21C0001618,1316406523,LUTHERVILLE,MD,21093,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,143,96,
PALM VALLEY SURGICAL CENTER INC,55C0001100,1316440811,PALM DESERT,CA,92260,2023,0,,0,,0,,0.05,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PALM VALLEY SURGICAL CENTER INC,55C0001100,1316440811,PALM DESERT,CA,92260,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER AT ST VINCENT LLC DBA EAST PAVILION SURGERY CENTER,38C0001118,1316449168,PORTLAND,OR,97225,2023,0.02,,0,,0.02,,0.27,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.7,,N/A,5,37,No Different Than the National Rate,2.2,1.4,3.6,,255,No Different Than the National Rate,6.3,4.6,8.6,,114,No Different than expected,1,0.6,1.8,,,N/A,5
SURGERY CENTER AT ST VINCENT LLC DBA EAST PAVILION SURGERY CENTER,38C0001118,1316449168,PORTLAND,OR,97225,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,239,92.8,
UCSD SURGICAL CENTER OF SAN DIEGO LLC,05C0001953,1316462377,SAN DIEGO,CA,92121,2023,0,,0,,N/A,5,0.05,,75.86,,N/A,5,202,No Different Than the National Rate,9.5,6.4,13.6,,0.02,,N/A,5,130,No Different Than the National Rate,2,1.3,3.1,,137,No Different Than the National Rate,4.2,2.8,6.2,,153,No Different than expected,0.9,0.5,1.5,,,N/A,5
UCSD SURGICAL CENTER OF SAN DIEGO LLC,05C0001953,1316462377,SAN DIEGO,CA,92121,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,232,91.8,
NORTH SHORE SURGICAL SUITES,52C0001125,1316487093,PLEASANT PRAIRIE,WI,53158,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH SHORE SURGICAL SUITES,52C0001125,1316487093,PLEASANT PRAIRIE,WI,53158,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH SHORE SURGICAL SUITES,52D2128069,1316487093,PLEASANT PRAIRIE,WI,53158,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH SHORE SURGICAL SUITES,52D2128069,1316487093,PLEASANT PRAIRIE,WI,53158,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COLONIE ASC LLC DBA SPECIALTY EYE SURGERY AND LASER CENTER OF THE CAPITAL REGION,33C0001175,1316499452,LATHAN,NY,12110,2023,0,,0.02,,0,,0.02,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.35,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,101,No Different than expected,0.9,0.5,1.6,,,N/A,5
COLONIE ASC LLC DBA SPECIALTY EYE SURGERY AND LASER CENTER OF THE CAPITAL REGION,33C0001175,1316499452,LATHAN,NY,12110,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,100,
MINIMALLY INVASIVE SURGICENTER,10C0001669,1316508252,DELRAY BEACH,FL,33446,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,1212,No Different Than the National Rate,7.9,5.9,10.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MINIMALLY INVASIVE SURGICENTER,10C0001669,1316508252,DELRAY BEACH,FL,33446,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,95.7,
SANDHILLS ENDOSCOPY CENTER,42C0001098,1316533474,COLUMBIA,SC,29204,2023,N/A,5,0.11,,N/A,5,0.07,,80.77,,N/A,5,410,No Different Than the National Rate,10.7,7.6,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SANDHILLS ENDOSCOPY CENTER,42C0001098,1316533474,COLUMBIA,SC,29204,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,72.8,
UROLOGICAL INSTITUTE OF MARYLAND LLC,21C0001645,1316536352,TIMONIUM,MD,21093,2023,N/A,5,N/A,5,N/A,5,0.46,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
UROLOGICAL INSTITUTE OF MARYLAND LLC,21C0001645,1316536352,TIMONIUM,MD,21093,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,94.7,
HEATHROW SURGERY CENTER LLC,10C0001723,1316603699,LAKE MARY,FL,32746,2023,0,,0,,0,,0.13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,0.22,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HEATHROW SURGERY CENTER LLC,10C0001723,1316603699,LAKE MARY,FL,32746,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,32,84.4,
OPTUM PEAK ENDOSCOPY CENTER LLC,06C0001202,1316678311,COLORADO SPRINGS,CO,80907,2023,0,,0,,0,,0,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OPTUM PEAK ENDOSCOPY CENTER LLC,06C0001202,1316678311,COLORADO SPRINGS,CO,80907,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAYONET POINT SURGERY CENTER LTD,10C0001433,1316900830,HUDSON,FL,34667,2023,0,,0.02,,0,,0.14,,60.32,,N/A,5,663,No Different Than the National Rate,9.7,7.1,13.5,,100,,0.27,,77,No Different Than the National Rate,2,1.2,3.1,,275,No Different Than the National Rate,4.8,3.4,6.7,,143,No Different than expected,1,0.6,1.6,,,N/A,5
BAYONET POINT SURGERY CENTER LTD,10C0001433,1316900830,HUDSON,FL,34667,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,119,64,
AKDHC LLC,03C0001236,1316902208,PHOENIX,AZ,85012,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AKDHC LLC,03C0001236,1316902208,PHOENIX,AZ,85012,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,100,
OHIO EYE SURGERY CENTER,36C0001061,1316905680,CHILLICOTHE,OH,45601,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.23,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OHIO EYE SURGERY CENTER,36C0001061,1316905680,CHILLICOTHE,OH,45601,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
ENDOSCOPY CENTER OF THE UPSTATE,42C0001057,1316910086,GREENVILLE,SC,29615,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,554,No Different Than the National Rate,10.4,7.3,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF THE UPSTATE,42C0001057,1316910086,GREENVILLE,SC,29615,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHEVY CHASE ENDOSCOPY CENTER,21C0001251,1316919574,CHEVY CHASE,MD,20815,2023,0,,0.01,,0,,0.01,,89.34,,N/A,5,3587,No Different Than the National Rate,7.9,6,10.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHEVY CHASE ENDOSCOPY CENTER,21C0001251,1316919574,CHEVY CHASE,MD,20815,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,69,99.5,
CAROLINA BONE AND JOINT SURGERY CENTER,42C0001051,1316924632,MYRTLE BEACH,SC,29579,2023,N/A,5,N/A,5,N/A,5,0.22,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,1680,No Different Than the National Rate,2,1.5,2.6,,N/A,N/A,N/A,N/A,N/A,5,44,No Different than expected,1.2,0.7,2.2,,,N/A,5
CAROLINA BONE AND JOINT SURGERY CENTER,42C0001051,1316924632,MYRTLE BEACH,SC,29579,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,52,88.4,
MIRACLE HILLS SURGERY CENTER LLC,28C0001031,1316926405,OMAHA,NE,68154,2023,0,,0,,0,,0.05,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.42,,54,No Different Than the National Rate,2.3,1.5,3.7,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MIRACLE HILLS SURGERY CENTER LLC,28C0001031,1316926405,OMAHA,NE,68154,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,96.4,
SEQUOIA SURGICAL PAVILION,05C0001515,1316939556,WALNUT CREEK,CA,94598,2023,0,,0,,0,,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SEQUOIA SURGICAL PAVILION,05C0001515,1316939556,WALNUT CREEK,CA,94598,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,154,99.4,
GRAND ISLAND SURGERY CENTER,28C0001019,1316940539,GRAND ISLAND,NE,68803,2023,0,,0.04,,0,,0.06,,90.48,,N/A,5,1136,No Different Than the National Rate,9.7,7,13.3,,96.83,,0.06,,337,No Different Than the National Rate,1.9,1.3,2.9,,67,No Different Than the National Rate,5.6,3.7,8.5,,126,No Different than expected,1.1,0.6,1.8,,,N/A,5
GRAND ISLAND SURGERY CENTER,28C0001019,1316940539,GRAND ISLAND,NE,68803,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,127,85,
ALASKA SPINE INSTITUTE SURGERY CENTER LLC,02C0001008,1316942048,ANCHORAGE,AK,99508,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
